"Batch"	"oldName"	"subject"	"method"	"sample_type"	"con_bac"	"bac_load"	"con_human"	"host_load"	"total_load"
"388"	"Batch2"	"OPL01_RM"	"LG01"	"RM"	"OP"	0.207	124.034	0.411	246.312	370.346
"389"	"batch10"	"BAH34_RM"	"HZ34"	"RM"	"BALF"	0.205	123.272	0.543	325.624	448.896
"390"	"batch7"	"BAL24_W"	"LG24"	"W"	"BALF"	0.199	119.542	2.864	1718.217	1837.759
"391"	"batch6"	"BAH30_H"	"HZ30"	"H"	"BALF"	0.197	118.018	0.118	70.895	188.913
"392"	"batch9"	"BAH36_M"	"HZ36"	"M"	"BALF"	0.196	117.402	0	0	117.402
"393"	"batch5"	"BAH20_H"	"HZ20"	"H"	"BALF"	0.194	116.115	12.176	7305.807	7421.922
"394"	"batch9"	"BAH36_P"	"HZ36"	"P"	"BALF"	0.193	115.703	54.338	32603.052	32718.755
"395"	"batch1"	"BAL02_P"	"LG02"	"P"	"BALF"	0.189	113.382	3560.446	2136267.816	2136381.198
"396"	"Batch3"	"OPL11_M"	"LG11"	"M"	"OP"	0.217	113.086	0.287	149.366	262.452
"397"	"batch7"	"BAL27_P"	"LG27"	"P"	"BALF"	0.188	112.712	1003.027	601815.974	601928.686
"398"	"Batch3"	"OPL09_P"	"LG09"	"P"	"OP"	0.188	112.634	0.639	383.188	495.822
"399"	"batch4"	"BAL17_H"	"LG17"	"H"	"BALF"	0.188	112.529	2.605	1563.254	1675.783
"400"	"batch1"	"BAL01_H"	"LG01"	"H"	"BALF"	0.182	109.04	0.056	33.373	142.413
"401"	"batch2"	"BAL05_H"	"LG05"	"H"	"BALF"	0.181	108.688	0	0	108.688
"402"	"batch3"	"BAL11_F"	"LG11"	"Fil"	"BALF"	0.179	107.159	6.72	4032.296	4139.455
"403"	"Batch2"	"OPL04_M"	"LG04"	"M"	"OP"	0.2	104.212	0	0	104.212
"404"	"batch9"	"BAH22_M"	"HZ22"	"M"	"BALF"	0.17	102.07	14.493	8695.628	8797.698
"405"	"batch5"	"BAH21_RM"	"HZ21"	"RM"	"BALF"	0.165	99	2.639	1583.216	1682.216
"406"	"batch6"	"BAH30_RM"	"HZ30"	"RM"	"BALF"	0.161	96.736	3.056	1833.326	1930.062
"407"	"batch5"	"BAL19_W"	"LG19"	"W"	"BALF"	0.161	96.595	4.524	2714.303	2810.898
"408"	"batch14"	"OPH36_F"	"HZ36"	"Fil"	"OP"	0.114	94.765	0	0	94.765
"409"	"batch9"	"BAH34_W"	"HZ34"	"W"	"BALF"	0.154	92.107	0.51	305.729	397.836
"410"	"batch2"	"BAL05_F"	"LG05"	"Fil"	"BALF"	0.153	91.501	0.23	138.233	229.734
"411"	"Batch8"	"OPL16_W"	"LG16"	"W"	"OP"	0.152	91.362	0	0	91.362
"412"	"batch14"	"OPH37_M"	"HZ37"	"M"	"OP"	0.152	91.316	0.199	119.659	210.975
"413"	"Batch3"	"OPL09_F"	"LG09"	"Fil"	"OP"	0.103	87.605	0	0	87.605
"414"	"batch2"	"BAL09_H"	"LG09"	"H"	"BALF"	0.146	87.601	2.479	1487.257	1574.858
"415"	"batch3"	"BAL11_P"	"LG11"	"P"	"BALF"	0.142	85.362	19795.296	11877177.54	11877262.901
"416"	"batch9"	"BAH34_F"	"HZ34"	"Fil"	"BALF"	0.142	85.035	0.152	91.482	176.517
"417"	"batch13"	"OPH34_S"	"HZ34"	"S"	"OP"	0.139	83.26	0	0	83.26
"418"	"batch9"	"BAH34_R"	"HZ34"	"R"	"BALF"	0.138	83.029	129.681	77808.523	77891.552
"419"	"batch12"	"OPL29_P"	"LG29"	"P"	"OP"	0.138	82.603	2.934	1760.478	1843.081
"420"	"Batch5"	"OPL01_M"	"LG01"	"M"	"OP"	0.157	81.42	0.099	59.28	140.7
"421"	"Batch8"	"OPL15_W"	"LG15"	"W"	"OP"	0.136	81.311	0	0	81.311
"422"	"batch13"	"OPH34_P"	"HZ34"	"P"	"OP"	0.13	77.857	0	0	77.857
"423"	"batch7"	"BAL27_M"	"LG27"	"M"	"BALF"	0.128	77.026	53.831	32298.354	32375.38
"424"	"Batch8"	"OPL16_H"	"LG16"	"H"	"OP"	0.124	74.252	0	0	74.252
"425"	"batch14"	"OPH37_F"	"HZ37"	"Fil"	"OP"	0.091	71.474	0	0	71.474
"426"	"batch3"	"BAL12_H"	"LG12"	"H"	"BALF"	0.119	71.31	1.638	982.773	1054.083
"427"	"batch1"	"BAL03_M"	"LG03"	"M"	"BALF"	0.116	69.827	0	0	69.827
"428"	"Batch1"	"OPL02_H"	"LG02"	"H"	"OP"	0.138	69.183	0	0	69.183
"429"	"batch2"	"BAL10_H"	"LG10"	"H"	"BALF"	0.113	67.847	7.626	4575.763	4643.61
"430"	"batch2"	"BAL10_RM"	"LG10"	"RM"	"BALF"	0.112	67.246	17.139	10283.478	10350.724
"431"	"batch4"	"BAL14_H"	"LG14"	"H"	"BALF"	0.111	66.378	2.938	1763.032	1829.41
"432"	"batch13"	"OPH34_W"	"HZ34"	"W"	"OP"	0.105	63.056	0	0	63.056
"433"	"batch9"	"BAH36_W"	"HZ36"	"W"	"BALF"	0.103	61.924	0	0	61.924
"434"	"batch5"	"BAH21_P"	"HZ21"	"P"	"BALF"	0.103	61.562	667.799	400679.446	400741.008
"435"	"batch11"	"OPL26_P"	"LG26"	"P"	"OP"	0.101	60.497	0	0	60.497
"436"	"batch1"	"BAL02_H"	"LG02"	"H"	"BALF"	0.099	59.108	1.515	909.272	968.38
"437"	"batch6"	"BAH22_P"	"HZ22"	"P"	"BALF"	0.095	57.257	145.949	87569.468	87626.725
"438"	"batch12"	"OPL29_H"	"LG29"	"H"	"OP"	0.094	56.163	0.153	91.856	148.018
"439"	"batch8"	"BAH33_RM"	"HZ33"	"RM"	"BALF"	0.093	55.754	0.058	34.926	90.68
"440"	"Batch4"	"OPL13_P"	"LG13"	"P"	"OP"	0.091	54.487	0	0	54.487
"441"	"batch7"	"BAL26_H"	"LG26"	"H"	"BALF"	0.091	54.321	12.648	7588.765	7643.086
"442"	"batch3"	"BAL02_F"	"LG02"	"Fil"	"BALF"	0.09	54.209	8.472	5083.42	5137.629
"443"	"Batch3"	"OPL09_H"	"LG09"	"H"	"OP"	0.107	53.426	0	0	53.426
"444"	"batch9"	"BAH36_F"	"HZ36"	"Fil"	"BALF"	0.087	52.363	0	0	52.363
"445"	"batch2"	"BAL07_H"	"LG07"	"H"	"BALF"	0.086	51.697	19.619	11771.107	11822.804
"446"	"Batch3"	"OPL11_F"	"LG11"	"Fil"	"OP"	0.071	51.189	0	0	51.189
"447"	"batch3"	"BAL02_RM"	"LG02"	"RM"	"BALF"	0.085	50.835	25.798	15478.792	15529.627
"448"	"batch4"	"BAL16_W"	"LG16"	"W"	"BALF"	0.085	50.812	249.412	149646.92	149697.731
"449"	"batch3"	"BAL12_P"	"LG12"	"P"	"BALF"	0.083	49.897	53.573	32143.777	32193.674
"450"	"batch5"	"BAL19_S"	"LG19"	"S"	"BALF"	0.083	49.814	0	0	49.814
"451"	"batch3"	"BAL12_W"	"LG12"	"W"	"BALF"	0.082	49.407	0.769	461.135	510.542
"452"	"batch4"	"BAL15_H"	"LG15"	"H"	"BALF"	0.082	49.159	0.504	302.258	351.417
"453"	"batch14"	"OPH36_H"	"HZ36"	"H"	"OP"	0.082	49.121	0	0	49.121
"454"	"Batch3"	"OPL11_RM"	"LG11"	"RM"	"OP"	0.078	46.61	0	0	46.61
"455"	"batch7"	"BAL27_H"	"LG27"	"H"	"BALF"	0.069	41.557	5.24	3143.99	3185.547
"456"	"Batch8"	"OPL15_P"	"LG15"	"P"	"OP"	0.069	41.433	1.941	1164.842	1206.276
"457"	"batch7"	"BAL24_H"	"LG24"	"H"	"BALF"	0.066	39.496	0.04	24.235	63.731
"458"	"Batch1"	"OPL02_W"	"LG02"	"W"	"OP"	0.065	38.773	0	0	38.773
"459"	"batch9"	"BAH37_R"	"HZ37"	"R"	"BALF"	0.064	38.182	1632.427	979456	979494.182
"460"	"batch14"	"OPH37_RM"	"HZ37"	"RM"	"OP"	0.062	37.101	0	0	37.101
"461"	"batch3"	"BAL11_RM"	"LG11"	"RM"	"BALF"	0.061	36.897	16.026	9615.629	9652.526
"462"	"Batch2"	"OPL04_RM"	"LG04"	"RM"	"OP"	0.061	36.733	0	0	36.733
"463"	"batch6"	"BAH23_H"	"HZ23"	"H"	"BALF"	0.061	36.712	0	0	36.712
"464"	"batch14"	"OPH35_M"	"HZ35"	"M"	"OP"	0.061	36.394	0.776	465.456	501.85
"465"	"batch2"	"BAL09_W"	"LG09"	"W"	"BALF"	0.055	32.927	1.584	950.472	983.398
"466"	"Batch2"	"OPL02_RM"	"LG02"	"RM"	"OP"	0.054	32.103	0	0	32.103
"467"	"batch9"	"BAH36_H"	"HZ36"	"H"	"BALF"	0.053	31.812	0	0	31.812
"468"	"batch5"	"BAH20_M"	"HZ20"	"M"	"BALF"	0.049	29.695	21.014	12608.193	12637.888
"469"	"batch3"	"BAL11_S"	"LG11"	"S"	"BALF"	0.049	29.475	1.117	670.203	699.678
"470"	"Batch3"	"OPL11_S"	"LG11"	"S"	"OP"	0.048	28.759	0	0	28.759
"471"	"batch7"	"BAL26_M"	"LG26"	"M"	"BALF"	0.046	27.871	79.56	47736.235	47764.107
"472"	"Batch2"	"OPL04_S"	"LG04"	"S"	"OP"	0.043	25.916	0	0	25.916
"473"	"batch9"	"BAH35_H"	"HZ35"	"H"	"BALF"	0.042	24.911	0	0	24.911
"474"	"Batch1"	"OPL03_RM"	"LG03"	"RM"	"OP"	0.041	24.623	0	0	24.623
"475"	"batch9"	"BAH37_H"	"HZ37"	"H"	"BALF"	0.041	24.622	2.364	1418.426	1443.048
"476"	"batch14"	"OPH37_S"	"HZ37"	"S"	"OP"	0.041	24.505	0	0	24.505
"477"	"batch1"	"BAL03_H"	"LG03"	"H"	"BALF"	0.039	23.281	0	0	23.281
"478"	"Batch1"	"OPL03_M"	"LG03"	"M"	"OP"	0.045	23.272	0.389	202.19	225.462
"479"	"batch3"	"BAL02_S"	"LG02"	"S"	"BALF"	0.038	22.898	19.16	11495.908	11518.806
"480"	"Batch3"	"OPL11_H"	"LG11"	"H"	"OP"	0.042	21.183	0	0	21.183
"481"	"Batch1"	"OPL02_F"	"LG02"	"Fil"	"OP"	0.027	21.099	0	0	21.099
"482"	"batch5"	"BAH21_F"	"HZ21"	"Fil"	"BALF"	0.034	20.413	1.24	743.899	764.312
"483"	"batch9"	"BAH37_M"	"HZ37"	"M"	"BALF"	0.033	19.931	4.055	2433.076	2453.008
"484"	"Batch2"	"OPL04_H"	"LG04"	"H"	"OP"	0.039	19.724	0	0	19.724
"485"	"Batch2"	"OPL04_F"	"LG04"	"Fil"	"OP"	0.024	19.569	0	0	19.569
"486"	"batch4"	"BAL16_P"	"LG16"	"P"	"BALF"	0.032	18.92	14627.036	8776221.564	8776240.483
"487"	"Batch3"	"OPL11_W"	"LG11"	"W"	"OP"	0.031	18.512	0	0	18.512
"488"	"batch14"	"OPH35_F"	"HZ35"	"Fil"	"OP"	0.03	17.991	0	0	17.991
"489"	"batch5"	"BAH21_H"	"HZ21"	"H"	"BALF"	0.028	16.793	0.047	27.963	44.756
"490"	"Batch2"	"OPL04_W"	"LG04"	"W"	"OP"	0.028	16.744	0	0	16.744
"491"	"batch7"	"BANC3_H"	"NC3"	"H"	"BANC"	0.025	14.963	0	0	14.963
"492"	"batch14"	"OPH35_H"	"HZ35"	"H"	"OP"	0.025	14.936	0	0	14.936
"493"	"batch6"	"BAH30_F"	"HZ30"	"Fil"	"BALF"	0.025	14.853	0.096	57.508	72.361
"494"	"batch4"	"BAL16_S"	"LG16"	"S"	"BALF"	0.024	14.601	2.276	1365.781	1380.382
"495"	""	"OPNC3_H"	"NC3"	"H"	"OPNC"	0.024	14.319	0	0	14.319
"496"	"batch14"	"OPH36_P"	"HZ36"	"P"	"OP"	0.023	13.793	0	0	13.793
"497"	"batch9"	"BAH36_S"	"HZ36"	"S"	"BALF"	0.023	13.692	0	0	13.692
"498"	"batch9"	"BAH35_F"	"HZ35"	"Fil"	"BALF"	0.023	13.513	22.787	13672.264	13685.777
"499"	""	"OPNC1_H"	"NC1"	"H"	"OPNC"	0.022	13.453	0	0	13.453
"500"	"batch3"	"BAL11_H"	"LG11"	"H"	"BALF"	0.022	13.185	3.016	1809.374	1822.559
"501"	""	"OPNC2_H"	"NC2"	"H"	"OPNC"	0.022	13.098	0	0	13.098
"502"	"batch9"	"BAH37_W"	"HZ37"	"W"	"BALF"	0.022	12.984	0	0	12.984
"503"	""	"OPNC2_S"	"NC2"	"S"	"OPNC"	0.022	12.979	0	0	12.979
"504"	"batch9"	"BAH37_F"	"HZ37"	"Fil"	"BALF"	0.02	12.269	0	0	12.269
"505"	""	"OPNC3_P"	"NC3"	"P"	"OPNC"	0.02	12.049	0	0	12.049
"506"	"Batch5"	"OPL01_H"	"LG01"	"H"	"OP"	0.024	12.014	0	0	12.014
"507"	"Batch1"	"OPL03_F"	"LG03"	"Fil"	"OP"	0.012	11.961	0	0	11.961
"508"	"Batch8"	"OPL15_H"	"LG15"	"H"	"OP"	0.02	11.88	0	0	11.88
"509"	"batch14"	"OPH37_P"	"HZ37"	"P"	"OP"	0.02	11.794	0	0	11.794
"510"	"batch2"	"BAL09_F"	"LG09"	"Fil"	"BALF"	0.019	11.591	0.596	357.743	369.335
"511"	""	"OPNC1_S"	"NC1"	"S"	"OPNC"	0.019	11.444	0	0	11.444
"512"	"batch14"	"OPH36_S"	"HZ36"	"S"	"OP"	0.018	10.909	0	0	10.909
"513"	""	"OPNC3_F"	"NC3"	"F"	"OPNC"	0.018	10.863	0	0	10.863
"514"	""	"OPNC1_RM"	"NC1"	"RM"	"OPNC"	0.018	10.75	0	0	10.75
"515"	""	"OPNC2_M"	"NC2"	"M"	"OPNC"	0.018	10.668	0	0	10.668
"516"	"Batch8"	"OPL16_P"	"LG16"	"P"	"OP"	0.018	10.632	0.317	190.29	200.922
"517"	"batch14"	"OPH35_W"	"HZ35"	"W"	"OP"	0.018	10.605	0	0	10.605
"518"	"Batch1"	"OPL03_S"	"LG03"	"S"	"OP"	0.018	10.545	0	0	10.545
"519"	"batch3"	"BANC1_F"	"NC1"	"F"	"BANC"	0.017	10.499	0	0	10.499
"520"	"batch6"	"BAH22_F"	"HZ22"	"Fil"	"BALF"	0.017	10.327	0.036	21.821	32.148
"521"	"batch14"	"OPH35_RM"	"HZ35"	"RM"	"OP"	0.017	10.103	0	0	10.103
"522"	"batch9"	"BAH37_RM"	"HZ37"	"RM"	"BALF"	0.017	10.083	0	0	10.083
"523"	"Batch5"	"OPL04_P"	"LG04"	"P"	"OP"	0.017	9.99	0	0	9.99
"524"	"batch8"	"BAH32_H"	"HZ32"	"H"	"BALF"	0.017	9.955	0.194	116.434	126.389
"525"	""	"OPHNC2"	"HZNC2"	"R"	"OPNC"	0.017	9.953	0	0	9.953
"526"	""	"OPNC3_W"	"NC3"	"W"	"OPNC"	0.016	9.867	0	0	9.867
"527"	"batch3"	"BALNC1"	"LGNC1"	"R"	"BANC"	0.016	9.725	0	0	9.725
"528"	"batch5"	"BAH21_M"	"HZ21"	"M"	"BALF"	0.016	9.706	7.157	4294.22	4303.926
"529"	"batch9"	"BANC3_RM"	"NC3"	"RM"	"BANC"	0.016	9.676	0	0	9.676
"530"	"batch9"	"BANC3_W"	"NC3"	"W"	"BANC"	0.016	9.676	0	0	9.676
"531"	"batch6"	"BAH22_S"	"HZ22"	"S"	"BALF"	0.015	9.298	0.128	76.608	85.907
"532"	""	"OPLNC10"	"LGNC10"	"R"	"OPNC"	0.015	8.94	0	0	8.94
"533"	"batch9"	"BAH35_RM"	"HZ35"	"RM"	"BALF"	0.015	8.794	0.882	529.404	538.198
"534"	"batch8"	"BAH32_F"	"HZ32"	"Fil"	"BALF"	0.014	8.539	0	0	8.539
"535"	""	"OPNC1_R"	"NC1"	"R"	"OPNC"	0.014	8.52	0.181	108.884	117.405
"536"	"batch9"	"BALNC5"	"LGNC5"	"R"	"BANC"	0.014	8.425	0	0	8.425
"537"	"Batch5"	"OPL01_P"	"LG01"	"P"	"OP"	0.014	8.385	0	0	8.385
"538"	"batch14"	"OPH35_R"	"HZ35"	"R"	"OP"	0.014	8.31	10.745	6446.974	6455.284
"539"	"batch9"	"BALNC7"	"LGNC7"	"R"	"BANC"	0.014	8.228	0	0	8.228
"540"	""	"OPNC3_S"	"NC3"	"S"	"OPNC"	0.014	8.168	0	0	8.168
"541"	"batch9"	"BAH35_M"	"HZ35"	"M"	"BALF"	0.014	8.101	0.353	211.753	219.854
"542"	"batch3"	"BANC1_S"	"NC1"	"S"	"BANC"	0.013	7.866	0	0	7.866
"543"	""	"OPNC3_M"	"NC3"	"M"	"OPNC"	0.013	7.739	0	0	7.739
"544"	""	"OPNC2_F"	"NC2"	"F"	"OPNC"	0.013	7.718	0	0	7.718
"545"	""	"OPNC2_RM"	"NC2"	"RM"	"OPNC"	0.013	7.718	0	0	7.718
"546"	"Batch1"	"OPL03_P"	"LG03"	"P"	"OP"	0.013	7.694	0	0	7.694
"547"	""	"OPLNC5"	"LGNC5"	"R"	"OPNC"	0.013	7.673	0	0	7.673
"548"	"batch9"	"BAH35_S"	"HZ35"	"S"	"BALF"	0.013	7.668	0	0	7.668
"549"	""	"OPLNC9"	"LGNC9"	"R"	"OPNC"	0.013	7.618	0	0	7.618
"550"	"batch4"	"BANC2_M"	"NC2"	"M"	"BANC"	0.013	7.555	0	0	7.555
"551"	"batch4"	"BAL16_RM"	"LG16"	"RM"	"BALF"	0.013	7.549	297.787	178672.4	178679.949
"552"	"batch14"	"OPH37_W"	"HZ37"	"W"	"OP"	0.012	7.468	0	0	7.468
"553"	"batch1"	"BAL03_S"	"LG03"	"S"	"BALF"	0.012	7.262	0	0	7.262
"554"	"batch9"	"BANC3_P"	"NC3"	"P"	"BANC"	0.012	7.026	0	0	7.026
"555"	"batch3"	"BALNC2"	"LGNC2"	"R"	"BANC"	0.012	7.001	0	0	7.001
"556"	""	"OPNC2_W"	"NC2"	"W"	"OPNC"	0.011	6.725	0	0	6.725
"557"	""	"OPHNC1"	"HZNC1"	"R"	"OPNC"	0.011	6.503	0	0	6.503
"558"	"batch10"	"BAH34_H"	"HZ34"	"H"	"BALF"	0.011	6.358	0	0	6.358
"559"	"batch8"	"BAH32_RM"	"HZ32"	"RM"	"BALF"	0.011	6.348	0.156	93.487	99.835
"560"	"batch14"	"OPH37_H"	"HZ37"	"H"	"OP"	0.01	6.26	0	0	6.26
"561"	"batch10"	"BAH34_P"	"HZ34"	"P"	"BALF"	0.01	6.203	4.7	2819.962	2826.165
"562"	"batch9"	"BALNC8"	"LGNC8"	"R"	"BANC"	0.01	6.012	0	0	6.012
"563"	"batch1"	"BANC1_H"	"NC1"	"H"	"BANC"	0.01	5.978	0	0	5.978
"564"	"Batch1"	"OPL03_H"	"LG03"	"H"	"OP"	0.012	5.947	0	0	5.947
"565"	"batch3"	"BAL12_F"	"LG12"	"Fil"	"BALF"	0.01	5.81	84.82	50891.948	50897.758
"566"	"batch5"	"BAH21_W"	"HZ21"	"W"	"BALF"	0.01	5.724	3.86	2316.226	2321.95
"567"	"batch1"	"BANC1_M"	"NC1"	"M"	"BANC"	0.009	5.615	0	0	5.615
"568"	""	"OPNC1_M"	"NC1"	"M"	"OPNC"	0.009	5.497	0	0	5.497
"569"	"batch2"	"BANC1_P"	"NC1"	"P"	"BANC"	0.009	5.481	0	0	5.481
"570"	""	"OPNC1_W"	"NC1"	"W"	"OPNC"	0.009	5.435	0	0	5.435
"571"	"batch14"	"OPH35_P"	"HZ35"	"P"	"OP"	0.009	5.423	0.206	123.717	129.14
"572"	"batch4"	"BANC2_H"	"NC2"	"H"	"BANC"	0.009	5.419	0	0	5.419
"573"	""	"OPLNC6"	"LGNC6"	"R"	"OPNC"	0.008	5.009	0	0	5.009
"574"	"batch6"	"BAH22_W"	"HZ22"	"W"	"BALF"	0.008	4.951	0.213	127.658	132.609
"575"	"Batch1"	"OPL01_F"	"LG01"	"Fil"	"OP"	0.006	4.682	0	0	4.682
"576"	""	"OPLNC3"	"LGNC3"	"R"	"OPNC"	0.008	4.59	0	0	4.59
"577"	"batch6"	"BAH22_H"	"HZ22"	"H"	"BALF"	0.007	4.497	0.899	539.686	544.184
"578"	"batch5"	"BANC2S"	"NC2S"	"S"	"BANC"	0.007	4.426	0	0	4.426
"579"	"batch6"	"BAHNC3"	"HZNC3"	"R"	"BANC"	0.007	4.294	0	0	4.294
"580"	""	"OPNC2_P"	"NC2"	"P"	"OPNC"	0.007	4.106	0	0	4.106
"581"	"Batch1"	"OPL03_W"	"LG03"	"W"	"OP"	0.007	4.066	0	0	4.066
"582"	"batch9"	"BAH35_R"	"HZ35"	"R"	"BALF"	0.007	4.064	1100.612	660367.13	660371.194
"583"	""	"OPLNC2"	"LGNC2"	"R"	"OPNC"	0.007	4.029	0	0	4.029
"584"	"Batch3"	"OPL11_P"	"LG11"	"P"	"OP"	0.007	3.929	0	0	3.929
"585"	"batch10"	"BAH35_W"	"HZ35"	"W"	"BALF"	0.007	3.902	0	0	3.902
"586"	"batch4"	"BAL16_M"	"LG16"	"M"	"BALF"	0.006	3.808	32.99	19794.201	19798.008
"587"	"batch6"	"BANC2RM"	"NC2W"	"RM"	"BANC"	0.006	3.58	0	0	3.58
"588"	"batch6"	"BANC2W"	"NC2W"	"W"	"BANC"	0.006	3.58	0	0	3.58
"589"	"batch5"	"BANC2F"	"NC2F"	"F"	"BANC"	0.006	3.513	0	0	3.513
"590"	"batch7"	"BANC3_M"	"NC3"	"M"	"BANC"	0.005	3.296	0	0	3.296
"591"	"batch2"	"BANC1_RM"	"NC1"	"RM"	"BANC"	0.005	3.237	0	0	3.237
"592"	"batch2"	"BANC1_W"	"NC1"	"W"	"BANC"	0.005	3.237	0	0	3.237
"593"	"batch2"	"BANC1_W/RM"	"NC1"	"NC"	"BALF"	0.005	3.237	0	0	3.237
"594"	""	"OPLNC4"	"LGNC4"	"R"	"OPNC"	0.005	3.102	0	0	3.102
"595"	"batch8"	"BAH32_W"	"HZ32"	"W"	"BALF"	0.005	3.096	0	0	3.096
"596"	"batch10"	"BAH37_S"	"HZ37"	"S"	"BALF"	0.005	3.071	0	0	3.071
"597"	"batch14"	"OPH35_S"	"HZ35"	"S"	"OP"	0.005	2.755	0	0	2.755
"598"	"batch8"	"BANC3_S"	"NC3"	"S"	"BANC"	0.005	2.726	0	0	2.726
"599"	"Batch1"	"OPL01_S"	"LG01"	"S"	"OP"	0.004	2.611	0	0	2.611
"600"	"batch6"	"BANC2P"	"NC2P"	"P"	"BANC"	0.004	2.49	0	0	2.49
"601"	"batch8"	"BANC3_F"	"NC3"	"F"	"BANC"	0.004	2.384	0	0	2.384
"602"	"batch8"	"BAH32_S"	"HZ32"	"S"	"BALF"	0.004	2.357	0	0	2.357
"603"	"batch9"	"BAH37_P"	"HZ37"	"P"	"BALF"	0.004	2.346	394.354	236612.544	236614.891
"604"	"batch8"	"BAH32_M"	"HZ32"	"M"	"BALF"	0.004	2.259	0.394	236.288	238.547
"605"	"Batch1"	"OPL01_W"	"LG01"	"W"	"OP"	0.004	2.206	0	0	2.206
"606"	""	"OPNC1_F"	"NC1"	"F"	"OPNC"	0.004	2.191	0.251	150.498	152.689
"607"	"batch6"	"BAHNC4"	"HZNC4"	"R"	"BANC"	0.003	1.774	0	0	1.774
"608"	""	"OPLNC1"	"NC1"	"R"	"OPNC"	0.003	1.59	0	0	1.59
"609"	""	"OPNC1_P"	"NC1"	"P"	"OPNC"	0.003	1.59	0	0	1.59
"610"	"batch10"	"BAH32_P"	"HZ32"	"P"	"BALF"	0.002	1.13	4.985	2991.172	2992.301
"611"	"batch9"	"BAH35_P"	"HZ35"	"P"	"BALF"	0.002	1.009	46.651	27990.801	27991.809
"612"	"batch8"	"BAH32_R"	"HZ32"	"R"	"BALF"	0	0.127	282.611	169566.501	169566.628
"613"	""	"BAH6"	"HZNC6"	"R"	"BANC"	0	0	0	0	0
"614"	""	"BAH9"	"HZNC9"	"R"	"BANC"	0	0	0	0	0
"615"	""	"BAHNC10"	"HZNC10"	"R"	"BANC"	0	0	0	0	0
"616"	""	"OPHNC7"	"HZNC7"	"R"	"OPNC"	0	0	0	0	0
"617"	""	"OPHNC8"	"HZNC8"	"R"	"OPNC"	0	0	0	0	0
